PERMNO,HdrCUSIP,Ticker,PERMCO,DlyCalDt,DlyPrc,DlyVol,DlyLow,DlyHigh,DlyOpen
14593,03783310,AAPL,7,2021-03-30,119.900000,85639493,118.860000,120.403100,120.110000
14593,03783310,AAPL,7,2021-03-31,122.150000,118233891,121.150000,123.520000,121.650000
14593,03783310,AAPL,7,2021-04-01,123.000000,75009453,122.490000,124.180000,123.660000
14593,03783310,AAPL,7,2021-04-05,125.900000,88607585,123.070000,126.160100,123.870000
14593,03783310,AAPL,7,2021-04-06,126.210000,80113038,125.650000,127.130000,126.500000
14593,03783310,AAPL,7,2021-04-07,127.900000,83423902,125.140000,127.920000,125.830000
14593,03783310,AAPL,7,2021-04-08,130.360000,88836712,128.520000,130.390000,128.950000
14593,03783310,AAPL,7,2021-04-09,132.995000,106616806,129.470000,133.040000,129.800000
14593,03783310,AAPL,7,2021-04-12,131.240000,91379660,130.630000,132.850000,132.520000
14593,03783310,AAPL,7,2021-04-13,134.430000,91200523,131.930000,134.660000,132.440000
14593,03783310,AAPL,7,2021-04-14,132.030000,87172478,131.655000,135.000000,134.940000
14593,03783310,AAPL,7,2021-04-15,134.500000,89274299,133.640000,135.000000,133.820000
14593,03783310,AAPL,7,2021-04-16,134.160000,84872857,133.280000,134.670000,134.300000
14593,03783310,AAPL,7,2021-04-19,134.840000,94233786,133.340000,135.470000,133.510000
14593,03783310,AAPL,7,2021-04-20,133.110000,94749966,131.810000,135.530000,135.020000
14593,03783310,AAPL,7,2021-04-21,133.500000,68809932,131.300100,133.750000,132.360000
14593,03783310,AAPL,7,2021-04-22,131.940000,84506870,131.410000,134.150000,133.040000
14593,03783310,AAPL,7,2021-04-23,134.320000,78761275,132.160000,135.120000,132.160000
14593,03783310,AAPL,7,2021-04-26,134.720000,66862409,133.560000,135.060000,134.830000
14593,03783310,AAPL,7,2021-04-27,134.390000,65940835,134.110000,135.410000,135.010000
14593,03783310,AAPL,7,2021-04-28,133.580000,107719664,133.080000,135.020000,134.310000
14593,03783310,AAPL,7,2021-04-29,133.480000,150986138,132.450000,137.070000,136.470000
14593,03783310,AAPL,7,2021-04-30,131.460000,109796210,131.065000,133.560000,131.780000
14593,03783310,AAPL,7,2021-05-03,132.540000,75091924,131.830000,134.070000,132.040000
14593,03783310,AAPL,7,2021-05-04,127.850000,137435341,126.700000,131.489900,131.190000
14593,03783310,AAPL,7,2021-05-05,128.100000,83940839,127.970000,130.450000,129.200000
14593,03783310,AAPL,7,2021-05-06,129.740000,78537744,127.130000,129.750000,127.890000
14593,03783310,AAPL,7,2021-05-07,130.210000,79293895,129.475000,131.258200,130.850000
14593,03783310,AAPL,7,2021-05-10,126.850000,88012052,126.810000,129.540000,129.410000
14593,03783310,AAPL,7,2021-05-11,125.910000,126018194,122.770000,126.270000,123.500000
14593,03783310,AAPL,7,2021-05-12,122.770000,112102027,122.250000,124.640000,123.400000
14593,03783310,AAPL,7,2021-05-13,124.970000,105797826,124.260000,126.150000,124.580000
14593,03783310,AAPL,7,2021-05-14,127.450000,81863139,125.850000,127.890000,126.250000
14593,03783310,AAPL,7,2021-05-17,126.270000,74211768,125.170000,126.930000,126.820000
14593,03783310,AAPL,7,2021-05-18,124.850000,63296379,124.780000,126.990000,126.560000
14593,03783310,AAPL,7,2021-05-19,124.690000,92520046,122.860000,124.915000,123.160000
14593,03783310,AAPL,7,2021-05-20,127.310000,76812687,125.100000,127.720000,125.230000
14593,03783310,AAPL,7,2021-05-21,125.430000,79269170,125.210000,128.000000,127.820000
14593,03783310,AAPL,7,2021-05-24,127.100000,63077553,125.940000,127.940000,126.010000
14593,03783310,AAPL,7,2021-05-25,126.900000,71980547,126.320000,128.320000,127.820000
14593,03783310,AAPL,7,2021-05-26,126.850000,56550481,126.420000,127.390000,126.955000
14593,03783310,AAPL,7,2021-05-27,125.280000,94585371,125.080000,127.640000,126.440000
14593,03783310,AAPL,7,2021-05-28,124.610000,71234781,124.550000,125.800000,125.570000
14593,03783310,AAPL,7,2021-06-01,124.280000,67592932,123.940000,125.350000,125.080000
14593,03783310,AAPL,7,2021-06-02,125.060000,59257915,124.050000,125.240000,124.280000
14593,03783310,AAPL,7,2021-06-03,123.540000,76181492,123.130000,124.850000,124.680000
14593,03783310,AAPL,7,2021-06-04,125.890000,75120692,123.850000,126.160000,124.070000
14593,03783310,AAPL,7,2021-06-07,125.900000,71020914,124.832100,126.320000,126.170000
14593,03783310,AAPL,7,2021-06-08,126.740000,74349190,126.210100,128.460000,126.600000
14593,03783310,AAPL,7,2021-06-09,127.130000,56857821,126.520000,127.750000,127.210000
14593,03783310,AAPL,7,2021-06-10,126.110000,71146464,125.940000,128.190000,127.020000
14593,03783310,AAPL,7,2021-06-11,127.350000,53473755,126.100000,127.440000,126.530000
14593,03783310,AAPL,7,2021-06-14,130.480000,96888867,127.070000,130.540000,127.820000
14593,03783310,AAPL,7,2021-06-15,129.640000,62712410,129.390000,130.600000,129.940000
14593,03783310,AAPL,7,2021-06-16,130.150000,91785628,128.461000,130.890000,130.370000
14593,03783310,AAPL,7,2021-06-17,131.790000,96651607,129.650000,132.550000,129.800000
14593,03783310,AAPL,7,2021-06-18,130.460000,108884951,130.240000,131.510000,130.710000
14593,03783310,AAPL,7,2021-06-21,132.300000,79620300,129.210000,132.410000,130.300000
14593,03783310,AAPL,7,2021-06-22,133.980000,74742961,131.620000,134.080000,132.130000
14593,03783310,AAPL,7,2021-06-23,133.700000,60199807,133.230000,134.320000,133.770000
14593,03783310,AAPL,7,2021-06-24,133.410000,68756931,132.930000,134.640000,134.450000
14593,03783310,AAPL,7,2021-06-25,133.110000,70747292,132.810000,133.890000,133.460000
14593,03783310,AAPL,7,2021-06-28,134.780000,62087450,133.350000,135.245000,133.410000
14593,03783310,AAPL,7,2021-06-29,136.330000,64595415,134.350000,136.490000,134.800000
14593,03783310,AAPL,7,2021-06-30,136.960000,63214977,135.870000,137.410000,136.170000
14593,03783310,AAPL,7,2021-07-01,137.270000,52462270,135.760000,137.330000,136.600000
14593,03783310,AAPL,7,2021-07-02,139.960000,78938035,137.745000,140.000000,137.900000
14593,03783310,AAPL,7,2021-07-06,142.020000,108088222,140.070000,143.150000,140.070000
14593,03783310,AAPL,7,2021-07-07,144.570000,104833605,142.660000,144.890000,143.535000
14593,03783310,AAPL,7,2021-07-08,143.240000,105674698,140.665000,144.060000,141.580000
14593,03783310,AAPL,7,2021-07-09,145.110000,99822968,142.652200,145.650000,142.750000
14593,03783310,AAPL,7,2021-07-12,144.500000,76237203,144.000000,146.320000,146.210000
14593,03783310,AAPL,7,2021-07-13,145.640000,100780097,143.630000,147.460000,144.030000
14593,03783310,AAPL,7,2021-07-14,149.150000,126884309,147.680000,149.570000,148.100000
14593,03783310,AAPL,7,2021-07-15,148.480000,106631716,147.090000,150.000000,149.240000
14593,03783310,AAPL,7,2021-07-16,146.390000,93174841,145.880000,149.760000,148.460000
14593,03783310,AAPL,7,2021-07-19,142.450000,121334242,141.670000,144.070000,143.750000
14593,03783310,AAPL,7,2021-07-20,146.150000,96948375,142.960000,147.099700,143.460000
14593,03783310,AAPL,7,2021-07-21,145.400000,74917788,144.630000,146.130000,145.530000
14593,03783310,AAPL,7,2021-07-22,146.800000,77295890,145.810000,148.195000,145.935000
14593,03783310,AAPL,7,2021-07-23,148.560000,71381299,146.920000,148.717700,147.550000
14593,03783310,AAPL,7,2021-07-26,148.990000,72377991,147.700000,149.830000,148.270000
14593,03783310,AAPL,7,2021-07-27,146.770000,104694666,145.550000,149.210000,149.120000
14593,03783310,AAPL,7,2021-07-28,144.980000,118770829,142.540000,146.970000,144.810000
14593,03783310,AAPL,7,2021-07-29,145.640000,56645669,144.580000,146.550000,144.685000
14593,03783310,AAPL,7,2021-07-30,145.860000,70363631,144.110000,146.330000,144.380000
14593,03783310,AAPL,7,2021-08-02,145.520000,62783650,145.250000,146.950000,146.360000
14593,03783310,AAPL,7,2021-08-03,147.360000,64747454,145.180000,148.045000,145.810000
14593,03783310,AAPL,7,2021-08-04,146.950000,56341525,146.280000,147.790000,147.270000
14593,03783310,AAPL,7,2021-08-05,147.060000,46344581,146.170000,147.840000,146.980000
14593,03783310,AAPL,7,2021-08-06,146.140000,54066445,145.630000,147.110000,146.350000
14593,03783310,AAPL,7,2021-08-09,146.090000,48856850,145.520000,146.700000,146.200000
14593,03783310,AAPL,7,2021-08-10,145.600000,68943826,145.300000,147.710000,146.440000
14593,03783310,AAPL,7,2021-08-11,145.860000,48455755,145.530000,146.720000,146.050000
14593,03783310,AAPL,7,2021-08-12,148.890000,73725143,145.840000,149.050000,146.190000
14593,03783310,AAPL,7,2021-08-13,149.100000,59326874,148.270000,149.444400,148.970000
14593,03783310,AAPL,7,2021-08-16,151.120000,103488702,146.470000,151.190000,148.535000
14593,03783310,AAPL,7,2021-08-17,150.190000,92171570,149.090000,151.680000,150.230000
14593,03783310,AAPL,7,2021-08-18,146.360000,86265739,146.150000,150.720000,149.800000
14593,03783310,AAPL,7,2021-08-19,146.700000,86441784,144.500000,148.000000,145.030000
14593,03783310,AAPL,7,2021-08-20,148.190000,60538324,146.780000,148.500000,147.440000
14593,03783310,AAPL,7,2021-08-23,149.710000,60096323,147.890000,150.190000,148.310000
14593,03783310,AAPL,7,2021-08-24,149.620000,48578155,149.150000,150.860000,149.450000
14593,03783310,AAPL,7,2021-08-25,148.360000,58908699,147.800000,150.320000,149.810000
14593,03783310,AAPL,7,2021-08-26,147.540000,48554942,147.510000,149.120000,148.350000
14593,03783310,AAPL,7,2021-08-27,148.600000,55732411,146.830000,148.750000,147.480000
14593,03783310,AAPL,7,2021-08-30,153.120000,90879005,148.610000,153.490000,149.000000
14593,03783310,AAPL,7,2021-08-31,151.830000,86347830,151.290000,152.800000,152.660000
14593,03783310,AAPL,7,2021-09-01,152.510000,80387213,152.340000,154.980000,152.830000
14593,03783310,AAPL,7,2021-09-02,153.650000,71174677,152.400000,154.720000,153.870000
14593,03783310,AAPL,7,2021-09-03,154.300000,57805643,153.090000,154.630000,153.760000
14593,03783310,AAPL,7,2021-09-07,156.690000,82231703,154.390000,157.260000,154.970000
14593,03783310,AAPL,7,2021-09-08,155.110000,74347440,153.975000,157.040000,156.980000
14593,03783310,AAPL,7,2021-09-09,154.070000,57267414,153.950000,156.110000,155.490000
14593,03783310,AAPL,7,2021-09-10,148.970000,140722608,148.700000,155.480000,155.000000
14593,03783310,AAPL,7,2021-09-13,149.550000,102341812,148.750000,151.420000,150.630000
14593,03783310,AAPL,7,2021-09-14,148.120000,109224221,146.910000,151.070000,150.350000
14593,03783310,AAPL,7,2021-09-15,149.030000,83271181,146.370000,149.440000,148.560000
14593,03783310,AAPL,7,2021-09-16,148.790000,67962033,147.221000,148.970000,148.440000
14593,03783310,AAPL,7,2021-09-17,146.060000,129777475,145.760000,148.820000,148.820000
14593,03783310,AAPL,7,2021-09-20,142.940000,123375198,141.270000,144.840000,143.800000
14593,03783310,AAPL,7,2021-09-21,143.430000,75788396,142.780000,144.600000,143.930000
14593,03783310,AAPL,7,2021-09-22,145.850000,76343549,143.700100,146.430000,144.450000
14593,03783310,AAPL,7,2021-09-23,146.830000,64776884,145.640000,147.080000,146.650000
14593,03783310,AAPL,7,2021-09-24,146.920000,53413356,145.560000,147.470100,145.660000
14593,03783310,AAPL,7,2021-09-27,145.370000,74110174,143.820000,145.960000,145.470000
14593,03783310,AAPL,7,2021-09-28,141.910000,108864475,141.690000,144.750000,143.250000
14593,03783310,AAPL,7,2021-09-29,142.830000,74535495,142.030000,144.450000,142.470000
14593,03783310,AAPL,7,2021-09-30,141.500000,88991097,141.280000,144.378000,143.660000
14593,03783310,AAPL,7,2021-10-01,142.650000,94632013,139.110100,142.920000,141.900000
14593,03783310,AAPL,7,2021-10-04,139.140000,98233554,138.270000,142.210000,141.760000
14593,03783310,AAPL,7,2021-10-05,141.110000,80765889,139.360000,142.240000,139.490000
14593,03783310,AAPL,7,2021-10-06,142.000000,83182053,138.370000,142.150000,139.470000
14593,03783310,AAPL,7,2021-10-07,143.290000,61683766,142.720000,144.215000,143.060000
14593,03783310,AAPL,7,2021-10-08,142.900000,58732359,142.560000,144.178100,144.030000
14593,03783310,AAPL,7,2021-10-11,142.810000,64409225,141.810000,144.810000,142.270000
14593,03783310,AAPL,7,2021-10-12,141.510000,72992091,141.040100,143.250000,143.230000
14593,03783310,AAPL,7,2021-10-13,140.910000,78699269,139.200000,141.400000,141.235000
14593,03783310,AAPL,7,2021-10-14,143.760000,69868960,141.510000,143.880000,142.110000
14593,03783310,AAPL,7,2021-10-15,144.840000,67882736,143.510000,144.895000,143.770000
14593,03783310,AAPL,7,2021-10-18,146.550000,85520711,143.160000,146.840000,143.445000
14593,03783310,AAPL,7,2021-10-19,148.760000,76319203,146.550000,149.170000,147.010000
14593,03783310,AAPL,7,2021-10-20,149.260000,58349082,148.120000,149.753900,148.700000
14593,03783310,AAPL,7,2021-10-21,149.480000,61372242,147.870000,149.640000,148.810000
14593,03783310,AAPL,7,2021-10-22,148.690000,58844524,148.640000,150.180000,149.690000
14593,03783310,AAPL,7,2021-10-25,148.640000,50665802,147.621100,149.370000,148.680000
14593,03783310,AAPL,7,2021-10-26,149.320000,60856608,149.010100,150.840000,149.330000
14593,03783310,AAPL,7,2021-10-27,148.850000,56018893,148.490000,149.730000,149.360000
14593,03783310,AAPL,7,2021-10-28,152.570000,99895443,149.720000,153.165000,149.820000
14593,03783310,AAPL,7,2021-10-29,149.800000,124788972,146.412800,149.940000,147.215000
14593,03783310,AAPL,7,2021-11-01,148.960000,74546510,147.800000,149.700000,148.985000
14593,03783310,AAPL,7,2021-11-02,150.020000,69163103,148.650000,151.570000,148.660000
14593,03783310,AAPL,7,2021-11-03,151.490000,54477748,149.820000,151.970000,150.390000
14593,03783310,AAPL,7,2021-11-04,150.960000,60372749,150.640000,152.430000,151.580000
14593,03783310,AAPL,7,2021-11-05,151.280000,65983920,150.060000,152.200000,151.890000
14593,03783310,AAPL,7,2021-11-08,150.440000,55011077,150.160000,151.570000,151.410000
14593,03783310,AAPL,7,2021-11-09,150.810000,56749294,150.060100,151.428000,150.200000
14593,03783310,AAPL,7,2021-11-10,147.920000,65116587,147.850000,150.130000,150.020000
14593,03783310,AAPL,7,2021-11-11,147.870000,41008899,147.681000,149.430000,148.960000
14593,03783310,AAPL,7,2021-11-12,149.990000,63758763,147.480000,150.400000,148.430000
14593,03783310,AAPL,7,2021-11-15,150.000000,59227893,149.430000,151.880000,150.370000
14593,03783310,AAPL,7,2021-11-16,151.000000,59211851,149.340000,151.488000,149.940000
14593,03783310,AAPL,7,2021-11-17,153.490000,88679848,150.990000,155.000000,150.995000
14593,03783310,AAPL,7,2021-11-18,157.870000,137733097,153.050000,158.670000,153.710000
14593,03783310,AAPL,7,2021-11-19,160.550000,117117845,156.532800,161.020000,157.650000
14593,03783310,AAPL,7,2021-11-22,161.020000,117335030,161.000000,165.700000,161.680000
14593,03783310,AAPL,7,2021-11-23,161.410000,95930202,159.060100,161.800000,161.120000
14593,03783310,AAPL,7,2021-11-24,161.940000,69284846,159.640000,162.140000,160.750000
14593,03783310,AAPL,7,2021-11-26,156.810000,76877971,156.360000,160.450000,159.565000
14593,03783310,AAPL,7,2021-11-29,160.240000,88631503,158.790100,161.190000,159.370000
14593,03783310,AAPL,7,2021-11-30,165.300000,173817074,159.920000,165.520000,159.985000
14593,03783310,AAPL,7,2021-12-01,164.770000,152282885,164.530000,170.300000,167.480000
14593,03783310,AAPL,7,2021-12-02,163.760000,136615294,157.800000,164.200000,158.735000
14593,03783310,AAPL,7,2021-12-03,161.840000,117977597,159.720000,164.960000,164.020000
14593,03783310,AAPL,7,2021-12-06,165.320000,107373083,164.280000,167.879900,164.290000
14593,03783310,AAPL,7,2021-12-07,171.180000,120301626,168.340000,171.580000,169.080000
14593,03783310,AAPL,7,2021-12-08,175.080000,116839737,170.700000,175.960000,172.125000
14593,03783310,AAPL,7,2021-12-09,174.560000,108871418,173.920000,176.750000,174.910000
14593,03783310,AAPL,7,2021-12-10,179.450000,115291867,174.690000,179.630000,175.205000
14593,03783310,AAPL,7,2021-12-13,175.740000,153244744,175.530000,182.130000,181.115000
14593,03783310,AAPL,7,2021-12-14,174.330000,139273210,172.210000,177.740000,175.250000
14593,03783310,AAPL,7,2021-12-15,179.300000,130935345,172.310800,179.500000,175.110000
14593,03783310,AAPL,7,2021-12-16,172.260000,150252552,170.750000,181.140000,179.280000
14593,03783310,AAPL,7,2021-12-17,171.140000,195885993,169.690000,173.470000,169.930000
14593,03783310,AAPL,7,2021-12-20,169.750000,107442539,167.460000,170.580000,168.280000
14593,03783310,AAPL,7,2021-12-21,172.990000,91129037,169.120000,173.200000,171.555000
14593,03783310,AAPL,7,2021-12-22,175.640000,92097909,172.150000,175.860000,173.040000
14593,03783310,AAPL,7,2021-12-23,176.280000,68298084,175.270000,176.849900,175.850000
14593,03783310,AAPL,7,2021-12-27,180.330000,74907225,177.070000,180.420000,177.085000
14593,03783310,AAPL,7,2021-12-28,179.290000,79118832,178.530000,181.330000,180.160000
14593,03783310,AAPL,7,2021-12-29,179.380000,62323932,178.140000,180.630000,179.330000
14593,03783310,AAPL,7,2021-12-30,178.200000,59723838,178.090000,180.570000,179.470000
14593,03783310,AAPL,7,2021-12-31,177.570000,64032815,177.260000,179.230000,178.085000
14593,03783310,AAPL,7,2022-01-03,182.010000,104656435,177.710000,182.880000,177.830000
14593,03783310,AAPL,7,2022-01-04,179.700000,99155535,179.120000,182.940000,182.630000
14593,03783310,AAPL,7,2022-01-05,174.920000,94423171,174.640000,180.170000,179.610000
14593,03783310,AAPL,7,2022-01-06,172.000000,96820640,171.640000,175.300000,172.700000
14593,03783310,AAPL,7,2022-01-07,172.170000,87650955,171.030000,174.140000,172.890000
14593,03783310,AAPL,7,2022-01-10,172.190000,106792948,168.170000,172.500000,169.080000
14593,03783310,AAPL,7,2022-01-11,175.080000,76089880,170.820000,175.180000,172.320000
14593,03783310,AAPL,7,2022-01-12,175.530000,74738392,174.820000,177.180000,176.120000
14593,03783310,AAPL,7,2022-01-13,172.190000,84433750,171.790000,176.620000,175.780000
14593,03783310,AAPL,7,2022-01-14,173.070000,80382571,171.090000,173.780000,171.340000
14593,03783310,AAPL,7,2022-01-18,169.800000,91066563,169.405000,172.540000,171.510000
14593,03783310,AAPL,7,2022-01-19,166.230000,94773791,165.940000,171.080000,170.000000
14593,03783310,AAPL,7,2022-01-20,164.510000,91345534,164.180000,169.680000,166.980000
14593,03783310,AAPL,7,2022-01-21,162.410000,122710154,162.300000,166.330000,164.415000
14593,03783310,AAPL,7,2022-01-24,161.620000,162508667,154.700000,162.300000,160.020000
14593,03783310,AAPL,7,2022-01-25,159.780000,115737828,157.020000,162.760000,158.980000
14593,03783310,AAPL,7,2022-01-26,159.690000,108155217,157.820000,164.389400,163.500000
14593,03783310,AAPL,7,2022-01-27,159.220000,121801782,158.280000,163.840000,162.450000
14593,03783310,AAPL,7,2022-01-28,170.330000,179698882,162.800000,170.350000,165.710000
14593,03783310,AAPL,7,2022-01-31,174.780000,115404263,169.510000,175.000000,170.160000
14593,03783310,AAPL,7,2022-02-01,174.610000,86134229,172.310000,174.840000,174.010000
14593,03783310,AAPL,7,2022-02-02,175.840000,84860558,173.330000,175.880000,174.745000
14593,03783310,AAPL,7,2022-02-03,172.900000,89325359,172.120000,176.239900,174.480000
14593,03783310,AAPL,7,2022-02-04,172.390000,82412611,170.680000,174.100000,171.680000
14593,03783310,AAPL,7,2022-02-07,171.660000,77209613,170.950000,173.945800,172.860000
14593,03783310,AAPL,7,2022-02-08,174.830000,74774814,171.430000,175.350000,171.730000
14593,03783310,AAPL,7,2022-02-09,176.280000,71217593,174.900000,176.650000,176.050000
14593,03783310,AAPL,7,2022-02-10,172.120000,90764833,171.550000,175.480000,174.140000
14593,03783310,AAPL,7,2022-02-11,168.640000,98631188,168.040000,173.080000,172.330000
14593,03783310,AAPL,7,2022-02-14,168.880000,86100262,166.560000,169.580000,167.370000
14593,03783310,AAPL,7,2022-02-15,172.790000,64203708,170.250000,172.950000,170.970000
14593,03783310,AAPL,7,2022-02-16,172.550000,61121390,170.050000,173.340000,171.850000
14593,03783310,AAPL,7,2022-02-17,168.880000,69547350,168.470000,171.910000,171.030000
14593,03783310,AAPL,7,2022-02-18,167.300000,82898855,166.190000,170.541300,169.820000
14593,03783310,AAPL,7,2022-02-22,164.320000,91149364,162.150000,166.690000,164.980000
14593,03783310,AAPL,7,2022-02-23,160.070000,89927774,159.750000,166.150000,165.540000
14593,03783310,AAPL,7,2022-02-24,162.740000,140983936,152.000000,162.850000,152.580000
14593,03783310,AAPL,7,2022-02-25,164.850000,91860115,160.873800,165.120000,163.840000
14593,03783310,AAPL,7,2022-02-28,165.120000,81954599,162.430000,165.420000,163.060000
14593,03783310,AAPL,7,2022-03-01,163.200000,83253507,161.970000,166.600000,164.695000
14593,03783310,AAPL,7,2022-03-02,166.560000,79671413,162.950000,167.360000,164.390000
14593,03783310,AAPL,7,2022-03-03,166.230000,76630775,165.550000,168.910000,168.470000
14593,03783310,AAPL,7,2022-03-04,163.170000,83775499,162.100000,165.550000,164.490000
14593,03783310,AAPL,7,2022-03-07,159.300000,96323721,159.040000,165.020000,163.360000
14593,03783310,AAPL,7,2022-03-08,157.440000,131089484,155.800000,162.880000,158.820000
14593,03783310,AAPL,7,2022-03-09,162.950000,91402342,159.410000,163.410000,161.475000
14593,03783310,AAPL,7,2022-03-10,158.520000,105411877,155.980000,160.390000,160.200000
14593,03783310,AAPL,7,2022-03-11,154.730000,96838261,154.500000,159.280000,158.930000
14593,03783310,AAPL,7,2022-03-14,150.620000,108593830,150.100000,154.120000,151.450000
14593,03783310,AAPL,7,2022-03-15,155.090000,92856471,150.380000,155.570000,150.900000
14593,03783310,AAPL,7,2022-03-16,159.590000,102181908,154.460000,160.000000,157.050000
14593,03783310,AAPL,7,2022-03-17,160.620000,75544632,157.630000,161.000000,158.610000
14593,03783310,AAPL,7,2022-03-18,163.980000,124219966,159.760000,164.480000,160.510000
14593,03783310,AAPL,7,2022-03-21,165.380000,95766590,163.015000,166.350000,163.510000
14593,03783310,AAPL,7,2022-03-22,168.820000,81478947,164.910000,169.420000,165.510000
14593,03783310,AAPL,7,2022-03-23,170.210000,97978020,167.650000,172.640000,167.990000
14593,03783310,AAPL,7,2022-03-24,174.070000,90042876,170.210000,174.140000,171.060000
14593,03783310,AAPL,7,2022-03-25,174.720000,80423449,172.750000,175.280000,173.880000
14593,03783310,AAPL,7,2022-03-28,175.600000,90285474,172.000000,175.730000,172.170000
14593,03783310,AAPL,7,2022-03-29,178.960000,100628265,176.340000,179.010000,176.690000
14593,03783310,AAPL,7,2022-03-30,177.770000,91554187,176.700000,179.610000,178.550000
14593,03783310,AAPL,7,2022-03-31,174.610000,102937700,174.400000,178.030000,177.840000
14593,03783310,AAPL,7,2022-04-01,174.310000,78686028,171.940000,174.880000,174.030000
14593,03783310,AAPL,7,2022-04-04,178.440000,76489180,174.440000,178.490000,174.570000
14593,03783310,AAPL,7,2022-04-05,175.060000,73320694,174.415000,178.300000,177.500000
14593,03783310,AAPL,7,2022-04-06,171.830000,88984207,170.130000,173.630000,172.360000
14593,03783310,AAPL,7,2022-04-07,172.140000,77588799,169.850000,173.360000,171.160000
14593,03783310,AAPL,7,2022-04-08,170.090000,76506050,169.200000,171.780000,171.780000
14593,03783310,AAPL,7,2022-04-11,165.750000,72179947,165.500000,169.030000,168.710000
14593,03783310,AAPL,7,2022-04-12,167.660000,79232266,166.640000,169.870000,168.020000
14593,03783310,AAPL,7,2022-04-13,170.400000,70544950,166.770000,171.040000,167.390000
14593,03783310,AAPL,7,2022-04-14,165.290000,75345634,165.040000,171.270000,170.620000
14593,03783310,AAPL,7,2022-04-18,165.070000,68976278,163.570000,166.598400,163.920000
14593,03783310,AAPL,7,2022-04-19,167.400000,67643381,163.910000,167.820000,165.020000
14593,03783310,AAPL,7,2022-04-20,167.230000,67855131,166.100000,168.880000,168.760000
14593,03783310,AAPL,7,2022-04-21,166.420000,87148299,165.910000,171.530000,168.910000
14593,03783310,AAPL,7,2022-04-22,161.790000,84692767,161.500000,167.869900,166.460000
14593,03783310,AAPL,7,2022-04-25,162.880000,95931478,158.460000,163.170000,161.120000
14593,03783310,AAPL,7,2022-04-26,156.800000,95537097,156.720000,162.340000,162.250000
14593,03783310,AAPL,7,2022-04-27,156.570000,87976300,155.380000,159.790000,155.910000
14593,03783310,AAPL,7,2022-04-28,163.640000,129963420,158.930000,164.515000,159.250000
14593,03783310,AAPL,7,2022-04-29,157.650000,131513345,157.250000,166.200000,161.840000
14593,03783310,AAPL,7,2022-05-02,157.960000,123276849,153.270000,158.230000,156.710000
14593,03783310,AAPL,7,2022-05-03,159.480000,88921522,156.320000,160.710000,158.150000
14593,03783310,AAPL,7,2022-05-04,166.020000,108101297,159.260000,166.480000,159.670000
14593,03783310,AAPL,7,2022-05-05,156.770000,130334343,154.950000,164.080000,163.850000
14593,03783310,AAPL,7,2022-05-06,157.280000,116086870,154.180000,159.440000,156.010000
14593,03783310,AAPL,7,2022-05-09,152.060000,131477073,151.490000,155.830000,154.925000
14593,03783310,AAPL,7,2022-05-10,154.510000,115274358,152.930000,156.740000,155.520000
14593,03783310,AAPL,7,2022-05-11,146.500000,143047718,145.810000,155.450000,153.500000
14593,03783310,AAPL,7,2022-05-12,142.560000,182271974,138.800000,146.200000,142.770000
14593,03783310,AAPL,7,2022-05-13,147.110000,113893068,143.110000,148.105000,144.590000
14593,03783310,AAPL,7,2022-05-16,145.540000,86589931,144.180000,147.519900,145.550000
14593,03783310,AAPL,7,2022-05-17,149.240000,78247056,146.680000,149.770000,148.860000
14593,03783310,AAPL,7,2022-05-18,140.820000,109645289,139.900000,147.360100,146.850000
14593,03783310,AAPL,7,2022-05-19,137.350000,135993877,136.600000,141.660000,139.880000
14593,03783310,AAPL,7,2022-05-20,137.590000,137305862,132.610000,140.700000,139.090000
14593,03783310,AAPL,7,2022-05-23,143.110000,117651275,137.650000,143.260000,137.790000
14593,03783310,AAPL,7,2022-05-24,140.360000,104066288,137.330000,141.970000,140.805000
14593,03783310,AAPL,7,2022-05-25,140.520000,92421891,138.340000,141.785000,138.430000
14593,03783310,AAPL,7,2022-05-26,143.780000,90488205,137.140000,144.340000,137.390000
14593,03783310,AAPL,7,2022-05-27,149.640000,91281216,145.260000,149.680000,145.390000
14593,03783310,AAPL,7,2022-05-31,148.840000,103630655,146.840000,150.660000,149.070000
14593,03783310,AAPL,7,2022-06-01,148.710000,74218422,147.680000,151.740000,149.900000
14593,03783310,AAPL,7,2022-06-02,151.210000,72281226,146.860000,151.270000,147.830000
14593,03783310,AAPL,7,2022-06-03,145.380000,88480440,144.460000,147.970000,146.900000
14593,03783310,AAPL,7,2022-06-06,146.140000,81886348,144.900000,148.568900,147.030000
14593,03783310,AAPL,7,2022-06-07,148.710000,67764304,144.100000,149.000000,144.345000
14593,03783310,AAPL,7,2022-06-08,147.960000,53922596,147.460000,149.869700,148.580000
14593,03783310,AAPL,7,2022-06-09,142.640000,69409964,142.530000,147.950000,147.080000
14593,03783310,AAPL,7,2022-06-10,137.130000,91519069,137.060000,140.760000,140.280000
14593,03783310,AAPL,7,2022-06-13,131.880000,122119336,131.440000,135.200000,132.870000
14593,03783310,AAPL,7,2022-06-14,132.760000,84712677,131.480000,133.890000,133.130000
14593,03783310,AAPL,7,2022-06-15,135.430000,91439362,132.160000,137.340000,134.290000
14593,03783310,AAPL,7,2022-06-16,130.060000,110623350,129.040000,132.390000,132.080000
14593,03783310,AAPL,7,2022-06-17,131.560000,134393226,129.810000,133.079000,130.065000
